meterName,armSkuName,tier,size,family,MemoryPreservingMaintenanceSupported,HyperVGenerations,CpuArchitectureType,LowPriorityCapable,PremiumIO,ACUs,EphemeralOSDiskSupported,EncryptionAtHostSupported,CapacityReservationSupported,AcceleratedNetworkingEnabled,RdmaEnabled,MaxNetworkInterfaces,UltraSSDAvailable,unit,os,unitPricePerUnit,armSkuName,numberOfCores,osDiskSizeInMB,memoryInMB,maxDataDiskCount
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
DS3 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3_v2,4,1047552,14336,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
D48s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D48s_v3,48,1047552,196608,32
D48s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D48s_v3,48,1047552,196608,32
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
M64ms Low Priority,Standard_M64ms,Standard,M64ms,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Windows,"56,056",Standard_M64ms,64,1047552,1792000,64
D32s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32s_v3,32,1047552,131072,32
D32s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32s_v3,32,1047552,131072,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
E20ds v4 Low Priority,Standard_E20ds_v4,Standard,E20ds_v4,standardEDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,70174",Standard_E20ds_v4,20,1047552,163840,32
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D16s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16s_v3,16,1047552,65536,32
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
M208s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M208s_v2,208,1047552,2918400,64
M208s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M208s_v2,208,1047552,2918400,64
M208s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M208s_v2,208,1047552,2918400,64
M208s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M208s_v2,208,1047552,2918400,64
M208s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M208s_v2,208,1047552,2918400,64
M208s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M208s_v2,208,1047552,2918400,64
M208s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M208s_v2,208,1047552,2918400,64
M208s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M208s_v2,208,1047552,2918400,64
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
M32ts Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M32ts,32,1047552,196608,32
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
B4ms,Standard_B4ms,Standard,B4ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Linux,"0,1365",Standard_B4ms,4,1047552,16384,8
B4ms,Standard_B4ms,Standard,B4ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Linux,"0,1365",Standard_B4ms,4,1047552,16384,8
B4ms,Standard_B4ms,Standard,B4ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Linux,"0,1365",Standard_B4ms,4,1047552,16384,8
D8as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8as_v4,8,1047552,32768,16
D8as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8as_v4,8,1047552,32768,16
D8s v5 Low Priority,Standard_D8s_v5,Standard,D8s_v5,standardDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,FALSE,TRUE,TRUE,TRUE,FALSE,4,TRUE,1000,Linux,"0,06188",Standard_D8s_v5,8,1047552,32768,16
D8s v5 Low Priority,Standard_D8s_v5,Standard,D8s_v5,standardDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,FALSE,TRUE,TRUE,TRUE,FALSE,4,TRUE,1000,Linux,"0,06188",Standard_D8s_v5,8,1047552,32768,16
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
E4ds v5 Low Priority,Standard_E4ds_v5,Standard,E4ds_v5,standardEDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,1000,Linux,"0,044746",Standard_E4ds_v5,4,1047552,32768,8
E4ds v5 Low Priority,Standard_E4ds_v5,Standard,E4ds_v5,standardEDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,1000,Linux,"0,044746",Standard_E4ds_v5,4,1047552,32768,8
E4ds v5 Low Priority,Standard_E4ds_v5,Standard,E4ds_v5,standardEDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,1000,Linux,"0,044746",Standard_E4ds_v5,4,1047552,32768,8
E4ds v5 Low Priority,Standard_E4ds_v5,Standard,E4ds_v5,standardEDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,1000,Linux,"0,044746",Standard_E4ds_v5,4,1047552,32768,8
E4ds v5 Low Priority,Standard_E4ds_v5,Standard,E4ds_v5,standardEDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,1000,Linux,"0,044746",Standard_E4ds_v5,4,1047552,32768,8
E8ds v5 Low Priority,Standard_E8ds_v5,Standard,E8ds_v5,standardEDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,4,TRUE,100,Linux,"0,0897",Standard_E8ds_v5,8,1047552,65536,16
E8ds v5 Low Priority,Standard_E8ds_v5,Standard,E8ds_v5,standardEDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,4,TRUE,100,Linux,"0,0897",Standard_E8ds_v5,8,1047552,65536,16
E8ds v5 Low Priority,Standard_E8ds_v5,Standard,E8ds_v5,standardEDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,4,TRUE,100,Linux,"0,0897",Standard_E8ds_v5,8,1047552,65536,16
E8ds v5 Low Priority,Standard_E8ds_v5,Standard,E8ds_v5,standardEDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,4,TRUE,100,Linux,"0,0897",Standard_E8ds_v5,8,1047552,65536,16
E4ds v5 Low Priority,Standard_E4ds_v5,Standard,E4ds_v5,standardEDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,1000,Linux,"0,044746",Standard_E4ds_v5,4,1047552,32768,8
E4ds v5 Low Priority,Standard_E4ds_v5,Standard,E4ds_v5,standardEDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,1000,Linux,"0,044746",Standard_E4ds_v5,4,1047552,32768,8
D2as v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D2as_v4,2,1047552,8192,4
D8s v4 Low Priority,Standard_D8s_v4,Standard,D8s_v4,standardDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,FALSE,TRUE,TRUE,TRUE,FALSE,4,TRUE,1000,Windows,"0,225147",Standard_D8s_v4,8,1047552,32768,16
D8s v4 Low Priority,Standard_D8s_v4,Standard,D8s_v4,standardDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,FALSE,TRUE,TRUE,TRUE,FALSE,4,TRUE,1000,Windows,"0,225147",Standard_D8s_v4,8,1047552,32768,16
